group,threshold,paco2_bin,count,weight,tn_q025,tn_q50,tn_q975,fp_q025,fp_q50,fp_q975,fn_q025,fn_q50,fn_q975,tp_q025,tp_q50,tp_q975
pft,45.0,11.0,1,9.563886763580719e-05,1.0,1.0,1.0,5.179758054595165e-113,3.0387768520928345e-71,3.124643830674232e-49,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,15.0,2,0.00019127773527161438,1.0,1.0,1.0,1.6785256313376024e-88,5.391736060670401e-56,6.844767343956341e-39,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,16.0,1,9.563886763580719e-05,1.0,1.0,1.0,1.1627968253342918e-82,1.8710270365239587e-52,1.6261311188947967e-36,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,17.0,4,0.00038255547054322876,1.0,1.0,1.0,5.056453045113905e-77,4.569577846465992e-49,3.2166749829643744e-34,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,18.0,3,0.0002869166029074216,1.0,1.0,1.0,8.236650732551224e-72,9.804055531806188e-46,5.312948917600699e-32,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,19.0,4,0.00038255547054322876,1.0,1.0,1.0,6.01163902152609e-67,1.5299897468656012e-42,7.327044209843378e-30,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,20.0,24,0.0022953328232593728,1.0,1.0,1.0,6.347255216197473e-62,1.9042150651318436e-39,8.444512537974733e-28,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,21.0,19,0.0018171384850803366,1.0,1.0,1.0,5.050723525302897e-57,1.786085171839157e-36,8.136421617706054e-26,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,22.0,27,0.002582249426166794,1.0,1.0,1.0,1.3059497887798085e-52,1.2821021788013376e-33,6.554464727094163e-24,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,23.0,28,0.0026778882938026014,1.0,1.0,1.0,1.7723633877868982e-48,6.203733695559542e-31,4.276526714044722e-22,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,24.0,44,0.004208110175975516,1.0,1.0,1.0,2.8522468665411654e-44,2.412686559243333e-28,2.2820900021713943e-20,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,25.0,74,0.007077276205049732,1.0,1.0,1.0,2.0033368495481795e-40,6.783472131960114e-26,1.0236277072705905e-18,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,26.0,71,0.006790359602142311,1.0,1.0,1.0,1.7172404964913693e-36,1.5127829700580464e-23,3.860010265106663e-17,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,27.0,82,0.00784238714613619,0.9999999999999988,1.0,1.0,9.169622974146737e-33,2.6974837577574885e-21,1.223916339608033e-15,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,28.0,127,0.012146136189747513,0.9999999999999674,1.0,1.0,2.591122096810382e-29,3.4383325798914692e-19,3.2614302110774386e-14,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,29.0,150,0.014345830145371078,0.999999999999224,1.0,1.0,2.611485919901583e-26,3.2881593139534676e-17,7.759790723985537e-13,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,30.0,208,0.019892884468247895,0.9999999999832013,0.9999999999999976,1.0,3.0933853224816636e-23,2.446534533963268e-15,1.6798698935961103e-11,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,31.0,227,0.02171002295332823,0.9999999997161239,0.9999999999998587,1.0,2.3743960407169144e-20,1.412840501863709e-13,2.83876116124537e-10,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,32.0,314,0.03003060443764346,0.9999999961956251,0.9999999999939841,1.0,8.10026210827632e-18,6.015911536046799e-12,3.804374854397117e-09,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,33.0,322,0.030795715378729917,0.9999999547476515,0.9999999998013587,0.9999999999999986,1.4906346282448948e-15,1.9864138645585392e-10,4.525234849368977e-08,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,34.0,422,0.04035960214231064,0.9999995359042861,0.9999999948941327,0.9999999999997145,2.8552125126599144e-13,5.105867219806595e-09,4.6409571386948254e-07,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,35.0,433,0.04141162968630451,0.9999961393806481,0.9999998997555797,0.9999999999720555,2.7944523544583096e-11,1.0024442026490755e-07,3.8606193518775375e-06,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,36.0,569,0.05441851568477429,0.9999730731454851,0.9999985003526662,0.9999999980361726,1.9638273813006792e-09,1.4996473337413589e-06,2.6926854514810927e-05,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,37.0,540,0.051644988523335884,0.9998473038851169,0.9999834321471215,0.9999999273655218,7.263447815008333e-08,1.6567852878531226e-05,0.00015269611488305938,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,38.0,639,0.0611132364192808,0.9992443801249624,0.9998542292431813,0.9999983628582922,1.6371417076944588e-06,0.00014577075681860657,0.0007556198750376012,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,39.0,577,0.05518362662586075,0.9966678508745132,0.9990120728951091,0.9999732040086624,2.6795991337531592e-05,0.0009879271048909024,0.0033321491254867984,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,40.0,643,0.06149579188982402,0.987926903562913,0.9947457963031694,0.9997050664636027,0.00029493353639731544,0.0052542036968305835,0.012073096437087047,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,41.0,540,0.051644988523335884,0.9616007218594786,0.978463115856714,0.9979517177542123,0.0020482822457876582,0.021536884143285997,0.038399278140521374,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,42.0,577,0.05518362662586075,0.8902189302011198,0.9317659854970526,0.9893319847108658,0.010668015289134178,0.06823401450294747,0.1097810697988803,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,43.0,472,0.045141545524101,0.7295009858998299,0.8359934426500905,0.9574819656922398,0.042518034307760175,0.16400655734990954,0.27049901410017,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,44.0,509,0.048680183626625864,0.4771633500393622,0.6825463824927158,0.8727190911010471,0.1272809088989529,0.3174536175072841,0.5228366499606377,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,45.0,366,0.03500382555470543,0.0,0.0,0.0,0.0,0.0,0.0,0.2252899906405899,0.4879458781907745,0.7149015694834076,0.28509843051659245,0.5120541218092255,0.77471000935941
pft,45.0,46.0,347,0.0331866870696251,0.0,0.0,0.0,0.0,0.0,0.0,0.07626364094369421,0.29435260252700196,0.5016244561654913,0.4983755438345087,0.705647397472998,0.9237363590563058
pft,45.0,47.0,282,0.02697016067329763,0.0,0.0,0.0,0.0,0.0,0.0,0.01764553365231509,0.147523732081634,0.3015095121968304,0.6984904878031696,0.852476267918366,0.9823544663476849
pft,45.0,48.0,278,0.0265876052027544,0.0,0.0,0.0,0.0,0.0,0.0,0.002539787831816337,0.05954205879120783,0.1618992182278171,0.8381007817721828,0.9404579412087921,0.9974602121681837
pft,45.0,49.0,182,0.01740627390971691,0.0,0.0,0.0,0.0,0.0,0.0,0.00023846124740581343,0.019271963659325986,0.07331095350909621,0.9266890464909038,0.9807280363406741,0.9997615387525942
pft,45.0,50.0,169,0.016162968630451417,0.0,0.0,0.0,0.0,0.0,0.0,1.4337829764207722e-05,0.004941411584241551,0.028982805840609024,0.971017194159391,0.9950585884157584,0.9999856621702358
pft,45.0,51.0,144,0.013771996939556235,0.0,0.0,0.0,0.0,0.0,0.0,5.588004758250165e-07,0.0009557060163891684,0.009842717140917645,0.9901572828590823,0.9990442939836108,0.9999994411995242
pft,45.0,52.0,124,0.011859219586840091,0.0,0.0,0.0,0.0,0.0,0.0,1.3852163444072476e-08,0.000141688755084024,0.002810243163567134,0.9971897568364329,0.999858311244916,0.9999999861478366
pft,45.0,53.0,116,0.011094108645753635,0.0,0.0,0.0,0.0,0.0,0.0,2.173874996680425e-10,1.5942025621440425e-05,0.0006526599973488553,0.9993473400026511,0.9999840579743786,0.9999999997826124
pft,45.0,54.0,102,0.009755164498852333,0.0,0.0,0.0,0.0,0.0,0.0,2.1546597839261495e-12,1.4153993394550035e-06,0.0001291740123437884,0.9998708259876562,0.9999985846006605,0.9999999999978454
pft,45.0,55.0,96,0.009181331293037491,0.0,0.0,0.0,0.0,0.0,0.0,1.3433698597964394e-14,9.351247393096784e-08,2.100406838154985e-05,0.9999789959316184,0.999999906487526,0.9999999999999866
pft,45.0,56.0,79,0.007555470543228768,0.0,0.0,0.0,0.0,0.0,0.0,1.0824674490095292e-16,4.724175328707503e-09,3.121924104551584e-06,0.9999968780758954,0.9999999952758247,0.9999999999999999
pft,45.0,57.0,52,0.004973221117061974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910552827055767e-10,3.910816797153547e-07,0.9999996089183203,0.9999999998089447,1.0
pft,45.0,58.0,58,0.005547054322876817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872413666452303e-12,4.0475743934287305e-08,0.999999959524256,0.9999999999941276,1.0
pft,45.0,59.0,43,0.004112471308339709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.379452108096757e-13,3.4411226118580222e-09,0.9999999965588774,0.9999999999998621,1.0
pft,45.0,60.0,44,0.004208110175975516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3314683517128287e-15,2.445831204234132e-10,0.9999999997554169,0.9999999999999977,1.0
pft,45.0,61.0,37,0.003538638102524866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4526066460795954e-11,0.999999999985474,1.0,1.0
pft,45.0,62.0,32,0.00306044376434583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.205652741148994e-13,0.9999999999992795,1.0,1.0
pft,45.0,63.0,24,0.0022953328232593728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979838598093896e-14,0.9999999999999702,1.0,1.0
pft,45.0,64.0,31,0.0029648048967100228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103029524088824e-15,0.999999999999999,1.0,1.0
pft,45.0,65.0,32,0.00306044376434583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,66.0,21,0.002008416220351951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,67.0,12,0.0011476664116296864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,68.0,6,0.0005738332058148432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,69.0,13,0.0012433052792654934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,70.0,14,0.0013389441469013007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,71.0,9,0.0008607498087222647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,72.0,11,0.001052027543993879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,73.0,4,0.00038255547054322876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,74.0,7,0.0006694720734506504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,75.0,8,0.0007651109410864575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,76.0,6,0.0005738332058148432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,77.0,6,0.0005738332058148432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,78.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,79.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,80.0,3,0.0002869166029074216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,81.0,5,0.00047819433817903597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,82.0,7,0.0006694720734506504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,83.0,5,0.00047819433817903597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,84.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,85.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,86.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,87.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,88.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,91.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,93.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,94.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,96.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,97.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,98.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,100.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,102.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,108.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,109.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,126.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,187.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,188.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,216.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ed_inp,45.0,3.0,1,8.296138976920141e-06,1.0,1.0,1.0,4.161154647140441e-100,1.3936161261518089e-59,9.124410052042598e-35,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,4.0,3,2.4888416930760424e-05,1.0,1.0,1.0,1.2323795102364878e-95,5.609844473811119e-57,2.524138950201504e-33,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,5.0,2,1.6592277953840282e-05,1.0,1.0,1.0,2.8736405741217966e-91,1.847297054900374e-54,6.934532939193143e-32,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,6.0,4,3.3184555907680565e-05,1.0,1.0,1.0,5.275985936043164e-87,5.3147545583789795e-52,1.93456563629111e-30,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,7.0,9,7.466525079228127e-05,1.0,1.0,1.0,7.627492422801375e-83,1.3359837247780839e-49,5.038509723192555e-29,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,8.0,15,0.00012444208465380211,1.0,1.0,1.0,9.471205727943868e-79,2.934285650620217e-47,1.2098953162885637e-27,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,9.0,21,0.00017421891851532296,1.0,1.0,1.0,9.912242319858528e-75,5.655026231412341e-45,2.5483018863149386e-26,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,10.0,25,0.00020740347442300353,1.0,1.0,1.0,7.469862192683544e-71,9.56983517289017e-43,4.594717115648559e-25,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,11.0,32,0.0002654764472614445,1.0,1.0,1.0,3.795890670820064e-67,1.5308552942161081e-40,7.664747645203337e-24,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,12.0,38,0.0003152532811229654,1.0,1.0,1.0,1.525062259767211e-63,2.1670772781396422e-38,1.186352427334833e-22,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,13.0,59,0.0004894721996382883,1.0,1.0,1.0,4.84449942197889e-60,2.61640517088423e-36,1.703810290391968e-21,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,14.0,73,0.0006056181453151703,1.0,1.0,1.0,1.2167840294039396e-56,2.7531515109888565e-34,2.2737906573780487e-20,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,15.0,64,0.000530952894522889,1.0,1.0,1.0,2.5570129966845054e-53,2.533692533456139e-32,2.8209450207773513e-19,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,16.0,130,0.0010784980669996183,1.0,1.0,1.0,4.515747099688688e-50,1.984741576947688e-30,3.2328686728146244e-18,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,17.0,149,0.001236124707561101,1.0,1.0,1.0,6.613529913280006e-47,1.2785895680444878e-28,3.4153774858560496e-17,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,18.0,226,0.001874927408783952,0.9999999999999997,1.0,1.0,7.573856369778262e-44,7.311779537369795e-27,3.3673886399504675e-16,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,19.0,256,0.002123811578091556,0.9999999999999969,1.0,1.0,6.780456311054777e-41,3.5493504343703335e-25,3.129492619676417e-15,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,20.0,515,0.004272511573113873,0.9999999999999732,1.0,1.0,4.745630206495156e-38,1.4725411531297505e-23,2.6711014003129267e-14,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,21.0,377,0.003127644394298893,0.999999999999789,1.0,1.0,2.5969419780605666e-35,5.5763973517790215e-22,2.1105417120889535e-13,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,22.0,645,0.005351009640113491,0.9999999999984518,1.0,1.0,1.1112457924391206e-32,1.8825753869622885e-20,1.5481979853430693e-12,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,23.0,620,0.005143606165690488,0.9999999999886261,1.0,1.0,3.718693157515404e-30,5.711224706961267e-19,1.1373838031900845e-11,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,24.0,944,0.007831555194212613,0.999999999928726,1.0,1.0,9.738522009864477e-28,1.4979017243706355e-17,7.127390467675453e-11,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,25.0,999,0.008287842837943222,0.9999999995536711,0.9999999999999997,1.0,2.0023329476723077e-25,3.3809649493987154e-16,4.463288629512055e-10,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,26.0,1444,0.011979624682672683,0.9999999974719247,0.9999999999999934,1.0,3.220012033039024e-23,6.545149194487969e-15,2.52807529646691e-09,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,27.0,1440,0.011946440126765004,0.9999999872390888,0.9999999999998886,1.0,4.031659943240958e-21,1.113775657572634e-13,1.2760911202781184e-08,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,28.0,2036,0.016890938957009407,0.999999941009167,0.9999999999982971,1.0,3.952121086691547e-19,1.7028925150141428e-12,5.899083298345905e-08,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,29.0,2010,0.016675239343609483,0.9999997463329118,0.9999999999771764,1.0,3.035703264802844e-17,2.2823621239723473e-11,2.5366708822083567e-07,0.0,0.0,0.0,0.0,0.0,0.0
